player,FG_URL,position,fangraphs_id,mlbam_id,franchise_abbr,HTD
Yunior Marte ,https://www.fangraphs.com/players/Yunior-Marte/14416/stats,P,14416,628708,STL,1
Davis Martin ,https://www.fangraphs.com/players/Davis-Martin/21448/stats,P,21448,663436,CLE,2
Adrian Martinez ,https://www.fangraphs.com/players/Adrian-Martinez/21023/stats,P,21023,661309,PHI,0
J.D. Martinez ,https://www.fangraphs.com/players/J.D.-Martinez/6184/stats,LF,6184,502110,MIA,1
Nick Martinez ,https://www.fangraphs.com/players/Nick-Martinez/12730/stats,P,12730,607259,COL,2
Seth Martinez ,https://www.fangraphs.com/players/Seth-Martinez/21045/stats,P,21045,661527,TOR,2
Nick Martini ,https://www.fangraphs.com/players/Nick-Martini/12005/stats,CF,12005,605361,WAS,1
Mark Mathias ,https://www.fangraphs.com/players/Mark-Mathias/18032/stats,CF,18032,664029,SD,0
Tyler Matzek ,https://www.fangraphs.com/players/Tyler-Matzek/10058/stats,P,10058,554431,SEA,0
Trevor May ,https://www.fangraphs.com/players/Trevor-May/6398/stats,P,6398,543507,MIA,2
Mike Mayers ,https://www.fangraphs.com/players/Mike-Mayers/15451/stats,P,15451,594577,SD,2
Tim Mayza ,https://www.fangraphs.com/players/Tim-Mayza/15042/stats,P,15042,641835,PHI,2
Zach McAllister ,https://www.fangraphs.com/players/Zach-McAllister/2895/stats,P,2895,502083,BOS,2
James McArthur ,https://www.fangraphs.com/players/James-McArthur/21527/stats,P,21527,663704,PIT,1
James McCann ,https://www.fangraphs.com/players/James-McCann/12859/stats,C,12859,543510,STL,0
Darren McCaughan ,https://www.fangraphs.com/players/Darren-McCaughan/20038/stats,P,20038,670766,TOR,0
Andrew McCutchen ,https://www.fangraphs.com/players/Andrew-McCutchen/9847/stats,CF,9847,457705,SEA,2
T.J. McFarland ,https://www.fangraphs.com/players/T.J.-McFarland/3237/stats,P,3237,519008,LAA,2
Scott McGough ,https://www.fangraphs.com/players/Scott-McGough/12056/stats,P,12056,543518,DET,2
Collin McHugh ,https://www.fangraphs.com/players/Collin-McHugh/7531/stats,P,7531,543521,LAD,2
Billy McKinney ,https://www.fangraphs.com/players/Billy-McKinney/15654/stats,CF,15654,641856,ATL,1
Ryan McMahon ,https://www.fangraphs.com/players/Ryan-McMahon/15112/stats,3B,15112,641857,CIN,1
Jeff Mcneil ,https://www.fangraphs.com/players/Jeff-Mcneil/15362/stats,2B,15362,643446,BAL,2
Austin Meadows ,https://www.fangraphs.com/players/Austin-Meadows/15672/stats,CF,15672,640457,SD,2
Jean Mejía ,https://www.fangraphs.com/players/Jean-Mejía/20617/stats,P,20617,650496,SEA,0
Whit Merrifield ,https://www.fangraphs.com/players/Whit-Merrifield/11281/stats,LF,11281,593160,SEA,1
Keynan Middleton ,https://www.fangraphs.com/players/Keynan-Middleton/15264/stats,P,15264,641871,MIA,1
Wade Miley ,https://www.fangraphs.com/players/Wade-Miley/8779/stats,P,8779,489119,BOS,2
Brad Miller ,https://www.fangraphs.com/players/Brad-Miller/12775/stats,SS,12775,543543,SEA,2
Shelby Miller ,https://www.fangraphs.com/players/Shelby-Miller/10197/stats,P,10197,571946,TOR,2
Alec Mills ,https://www.fangraphs.com/players/Alec-Mills/13834/stats,P,13834,621219,HOU,2
Hoby Milner ,https://www.fangraphs.com/players/Hoby-Milner/13346/stats,P,13346,571948,BOS,0
Tommy Milone ,https://www.fangraphs.com/players/Tommy-Milone/7608/stats,P,7608,543548,PHI,2
Anthony Molina ,https://www.fangraphs.com/players/Anthony-Molina/26952/stats,P,26952,683627,PHI,1
Rafael Montero ,https://www.fangraphs.com/players/Rafael-Montero/12760/stats,P,12760,606160,OAK,1
Dauri Moreta ,https://www.fangraphs.com/players/Dauri-Moreta/21101/stats,P,21101,664294,NYM,1
Reyes Moronta ,https://www.fangraphs.com/players/Reyes-Moronta/14966/stats,P,14966,606625,CLE,1
Charlie Morton ,https://www.fangraphs.com/players/Charlie-Morton/4676/stats,P,4676,450203,SEA,2
Taylor Motter ,https://www.fangraphs.com/players/Taylor-Motter/12399/stats,CF,12399,600301,TEX,2
Mike Moustakas ,https://www.fangraphs.com/players/Mike-Moustakas/4892/stats,3B,4892,519058,LAD,2
Roddery Muñoz ,https://www.fangraphs.com/players/Roddery-Muñoz/25311/stats,P,25311,682610,NYM,0
Tom Murphy ,https://www.fangraphs.com/players/Tom-Murphy/13499/stats,C,13499,608596,CIN,1
Dane Myers ,https://www.fangraphs.com/players/Dane-Myers/22054/stats,OF,22054,667472,LAD,0
Wil Myers ,https://www.fangraphs.com/players/Wil-Myers/10047/stats,CF,10047,571976,CIN,1
Tyler Naquin ,https://www.fangraphs.com/players/Tyler-Naquin/13359/stats,CF,13359,571980,CLE,1
Omar Narvaez ,https://www.fangraphs.com/players/Omar-Narvaez/13338/stats,C,13338,553882,MIA,1
Zach Neal ,https://www.fangraphs.com/players/Zach-Neal/11294/stats,P,11294,594943,NYM,2
Sean Newcomb ,https://www.fangraphs.com/players/Sean-Newcomb/16943/stats,P,16943,656794,SEA,1
Kevin Newman ,https://www.fangraphs.com/players/Kevin-Newman/17696/stats,SS,17696,621028,BOS,2
Stephen Nogosek ,https://www.fangraphs.com/players/Stephen-Nogosek/19545/stats,P,19545,668665,OAK,0
Austin Nola ,https://www.fangraphs.com/players/Austin-Nola/15941/stats,1B,15941,543592,OAK,0
Sean Nolin ,https://www.fangraphs.com/players/Sean-Nolin/11341/stats,P,11341,543594,COL,1
Daniel Norris ,https://www.fangraphs.com/players/Daniel-Norris/13475/stats,P,13475,596057,PHI,1
Rougned Odor ,https://www.fangraphs.com/players/Rougned-Odor/12282/stats,2B,12282,596059,TEX,1
Steven Okert ,https://www.fangraphs.com/players/Steven-Okert/13580/stats,P,13580,595345,ATL,0
Adam Oller ,https://www.fangraphs.com/players/Adam-Oller/20132/stats,P,20132,670124,PHI,1
Matt Olson ,https://www.fangraphs.com/players/Matt-Olson/14344/stats,1B,14344,621566,STL,1
Kaleb Ort ,https://www.fangraphs.com/players/Kaleb-Ort/20061/stats,P,20061,672391,NYM,0
Oliver Ortega ,https://www.fangraphs.com/players/Oliver-Ortega/21025/stats,P,21025,661383,MIA,1
Rafael Ortega ,https://www.fangraphs.com/players/Rafael-Ortega/10323/stats,CF,10323,542364,TEX,1
Adam Ottavino ,https://www.fangraphs.com/players/Adam-Ottavino/1247/stats,P,1247,493603,ATL,2
Connor Overton ,https://www.fangraphs.com/players/Connor-Overton/18376/stats,P,18376,656818,STL,1
Pedro Pages ,https://www.fangraphs.com/players/Pedro-Pages/25782/stats,C,25782,686780,LAD,2
Josh Palacios ,https://www.fangraphs.com/players/Josh-Palacios/19818/stats,CF,19818,641943,LAD,1
Wesley Parsons ,https://www.fangraphs.com/players/Wesley-Parsons/14764/stats,P,14764,641149,MIL,2
Spencer Patton ,https://www.fangraphs.com/players/Spencer-Patton/12361/stats,P,12361,607359,CHW,1
Joel Payamps ,https://www.fangraphs.com/players/Joel-Payamps/14332/stats,P,14332,606303,NYY,2
Joc Pederson ,https://www.fangraphs.com/players/Joc-Pederson/11899/stats,CF,11899,592626,CHW,0
David Peralta ,https://www.fangraphs.com/players/David-Peralta/2136/stats,LF,2136,444482,CLE,0
Roberto Perez ,https://www.fangraphs.com/players/Roberto-Perez/2900/stats,C,2900,547379,DET,1
Jace Peterson ,https://www.fangraphs.com/players/Jace-Peterson/12325/stats,SS,12325,607054,MIL,2
Tommy Pham ,https://www.fangraphs.com/players/Tommy-Pham/2967/stats,CF,2967,502054,CHW,0
Kevin Pillar ,https://www.fangraphs.com/players/Kevin-Pillar/12434/stats,LF,12434,607680,HOU,0
Manny Piña ,https://www.fangraphs.com/players/Manny-Piña/2829/stats,C,2829,444489,COL,0
A.J. Pollock ,https://www.fangraphs.com/players/A.J.-Pollock/9256/stats,CF,9256,572041,MIN,0
Zach Pop ,https://www.fangraphs.com/players/Zach-Pop/20185/stats,P,20185,647315,PHI,0
Austin Pruitt ,https://www.fangraphs.com/players/Austin-Pruitt/15290/stats,P,15290,643493,HOU,1
Jose Quijada ,https://www.fangraphs.com/players/Jose-Quijada/19200/stats,P,19200,650671,ARI,2
Erasmo Ramirez ,https://www.fangraphs.com/players/Erasmo-Ramirez/10314/stats,P,10314,541640,BAL,2
Jose Ramirez ,https://www.fangraphs.com/players/Jose-Ramirez/13510/stats,3B,13510,608070,DET,0
Nick Ramirez ,https://www.fangraphs.com/players/Nick-Ramirez/12575/stats,P,12575,598286,SD,2
Yohan Ramirez ,https://www.fangraphs.com/players/Yohan-Ramirez/19444/stats,P,19444,670990,MIN,0
Robbie Ray ,https://www.fangraphs.com/players/Robbie-Ray/11486/stats,P,11486,592662,SF,2
Rob Refsnyder ,https://www.fangraphs.com/players/Rob-Refsnyder/13770/stats,2B,13770,608701,CLE,0
Zach Remillard ,https://www.fangraphs.com/players/Zach-Remillard/19788/stats,2B,19788,621545,PIT,2
Hunter Renfroe ,https://www.fangraphs.com/players/Hunter-Renfroe/15464/stats,RF,15464,592669,SEA,2
Franmil Reyes ,https://www.fangraphs.com/players/Franmil-Reyes/14566/stats,CF,14566,614177,CIN,2
Pablo Reyes ,https://www.fangraphs.com/players/Pablo-Reyes/16357/stats,2B,16357,622569,CHC,1
Matt Reynolds ,https://www.fangraphs.com/players/Matt-Reynolds/13788/stats,SS,13788,608703,MIA,0
Trevor Richards ,https://www.fangraphs.com/players/Trevor-Richards/19309/stats,P,19309,670950,STL,0
Yacksel Rios ,https://www.fangraphs.com/players/Yacksel-Rios/15007/stats,P,15007,605441,PIT,2
Carlos Rodon ,https://www.fangraphs.com/players/Carlos-Rodon/16137/stats,P,16137,607074,TEX,1
Joely Rodriguez ,https://www.fangraphs.com/players/Joely-Rodriguez/11487/stats,P,11487,570257,NYM,2
Manuel Rodriguez ,https://www.fangraphs.com/players/Manuel-Rodriguez/20794/stats,P,20794,655889,OAK,1
Randy Rodriguez ,https://www.fangraphs.com/players/Randy-Rodriguez/23974/stats,P,23974,678495,WAS,2
Josh Rogers ,https://www.fangraphs.com/players/Josh-Rogers/18510/stats,P,18510,642028,DET,1
Josh Rojas ,https://www.fangraphs.com/players/Josh-Rojas/19734/stats,CF,19734,668942,BAL,0
Eddie Rosario ,https://www.fangraphs.com/players/Eddie-Rosario/12155/stats,CF,12155,592696,CHW,0
Kenny Rosenberg ,https://www.fangraphs.com/players/Kenny-Rosenberg/20009/stats,P,20009,670046,DET,1
Joe Ross ,https://www.fangraphs.com/players/Joe-Ross/12972/stats,P,12972,605452,HOU,1
Drew Rucinski ,https://www.fangraphs.com/players/Drew-Rucinski/12499/stats,P,12499,607968,SD,2
Michael Rucker ,https://www.fangraphs.com/players/Michael-Rucker/19454/stats,P,19454,621074,TEX,1
Darin Ruf ,https://www.fangraphs.com/players/Darin-Ruf/9929/stats,LF,9929,573131,LAD,1
Jose Ruiz ,https://www.fangraphs.com/players/Jose-Ruiz/14552/stats,C,14552,614179,STL,0
Hyun-jin Ryu ,https://www.fangraphs.com/players/Hyun-jin-Ryu/14444/stats,P,14444,547943,SEA,2
Gary Sanchez ,https://www.fangraphs.com/players/Gary-Sanchez/11442/stats,C,11442,596142,MIA,0
Reiver Sanmartin ,https://www.fangraphs.com/players/Reiver-Sanmartin/19754/stats,P,19754,665665,MIL,2
Miguel Sano ,https://www.fangraphs.com/players/Miguel-Sano/12164/stats,3B,12164,593934,STL,1
Carlos Santana ,https://www.fangraphs.com/players/Carlos-Santana/2396/stats,1B,2396,467793,BOS,0
Tayler Saucedo ,https://www.fangraphs.com/players/Tayler-Saucedo/17888/stats,P,17888,642048,NYM,0
Josh Sborz ,https://www.fangraphs.com/players/Josh-Sborz/18323/stats,P,18323,622250,COL,1
Max Scherzer ,https://www.fangraphs.com/players/Max-Scherzer/3137/stats,P,3137,453286,LAA,2
Daniel Schneemann ,https://www.fangraphs.com/players/Daniel-Schneemann/25180/stats,2B,25180,682177,BOS,1
Jesse Scholtens ,https://www.fangraphs.com/players/Jesse-Scholtens/19205/stats,P,19205,669947,STL,1
Jonathan Schoop ,https://www.fangraphs.com/players/Jonathan-Schoop/11265/stats,2B,11265,570731,DET,1
Max Schuemann ,https://www.fangraphs.com/players/Max-Schuemann/24488/stats,2B,24488,680474,CIN,1
Tayler Scott ,https://www.fangraphs.com/players/Tayler-Scott/13652/stats,P,13652,605463,LAD,0
Jean Segura ,https://www.fangraphs.com/players/Jean-Segura/5933/stats,SS,5933,516416,ARI,0
Antonio Senzatela ,https://www.fangraphs.com/players/Antonio-Senzatela/15488/stats,P,15488,622608,WAS,1
Brian Serven ,https://www.fangraphs.com/players/Brian-Serven/19422/stats,C,19422,661531,CIN,1
Paul Sewald ,https://www.fangraphs.com/players/Paul-Sewald/13892/stats,P,13892,623149,COL,1
Bryan Shaw ,https://www.fangraphs.com/players/Bryan-Shaw/8110/stats,P,8110,543766,CLE,0
Ryan Sherriff ,https://www.fangraphs.com/players/Ryan-Sherriff/12249/stats,P,12249,595411,CIN,0
Chasen Shreve ,https://www.fangraphs.com/players/Chasen-Shreve/10855/stats,P,10855,592741,SEA,2
Jon Singleton ,https://www.fangraphs.com/players/Jon-Singleton/10441/stats,1B,10441,572138,COL,1
Burch Smith ,https://www.fangraphs.com/players/Burch-Smith/12784/stats,P,12784,572143,MIL,1
Cade Smith ,https://www.fangraphs.com/players/Cade-Smith/27867/stats,P,27867,671922,MIL,2
Drew Smith ,https://www.fangraphs.com/players/Drew-Smith/17755/stats,P,17755,622098,NYY,0
Pavin Smith ,https://www.fangraphs.com/players/Pavin-Smith/19892/stats,1B,19892,656976,MIA,0
Kirby Snead ,https://www.fangraphs.com/players/Kirby-Snead/19179/stats,P,19179,669912,KC,0
Collin Snider ,https://www.fangraphs.com/players/Collin-Snider/23307/stats,P,23307,676092,ARI,1
Nick Solak ,https://www.fangraphs.com/players/Nick-Solak/19294/stats,DH,19294,669256,PIT,1
Donovan Solano ,https://www.fangraphs.com/players/Donovan-Solano/8623/stats,2B,8623,456781,PHI,0
Jorge Soler ,https://www.fangraphs.com/players/Jorge-Soler/14221/stats,RF,14221,624585,STL,2
Mitch Spence ,https://www.fangraphs.com/players/Mitch-Spence/27707/stats,P,27707,687765,SEA,0
Carson Spiers ,https://www.fangraphs.com/players/Carson-Spiers/27685/stats,P,27685,686730,SEA,1
Ryne Stanek ,https://www.fangraphs.com/players/Ryne-Stanek/15947/stats,P,15947,592773,NYY,1
Giancarlo Stanton ,https://www.fangraphs.com/players/Giancarlo-Stanton/4949/stats,RF,4949,519317,LAD,1
Jackson Stephens ,https://www.fangraphs.com/players/Jackson-Stephens/14420/stats,P,14420,623451,CHC,1
Andrew Stevenson ,https://www.fangraphs.com/players/Andrew-Stevenson/17932/stats,CF,17932,664057,KC,1
Trevor Story ,https://www.fangraphs.com/players/Trevor-Story/12564/stats,SS,12564,596115,SD,1
Chris Stratton ,https://www.fangraphs.com/players/Chris-Stratton/13761/stats,P,13761,608717,TOR,1
Hunter Strickland ,https://www.fangraphs.com/players/Hunter-Strickland/7836/stats,P,7836,519326,BOS,0
Ross Stripling ,https://www.fangraphs.com/players/Ross-Stripling/13273/stats,P,13273,548389,BAL,2
Albert Suarez ,https://www.fangraphs.com/players/Albert-Suarez/6175/stats,P,6175,544150,LAD,2
Cole Sulser ,https://www.fangraphs.com/players/Cole-Sulser/15256/stats,P,15256,642121,MIA,0
Brent Suter ,https://www.fangraphs.com/players/Brent-Suter/13942/stats,P,13942,608718,BOS,2
Noah Syndergaard ,https://www.fangraphs.com/players/Noah-Syndergaard/11762/stats,P,11762,592789,SF,0
Jameson Taillon ,https://www.fangraphs.com/players/Jameson-Taillon/11674/stats,P,11674,592791,COL,0
Domingo Tapia ,https://www.fangraphs.com/players/Domingo-Tapia/12178/stats,P,12178,593619,ARI,2
Raimel Tapia ,https://www.fangraphs.com/players/Raimel-Tapia/14350/stats,CF,14350,606132,MIL,0
Chris Taylor ,https://www.fangraphs.com/players/Chris-Taylor/13757/stats,SS,13757,621035,BOS,1
Josh Taylor ,https://www.fangraphs.com/players/Josh-Taylor/17359/stats,P,17359,657031,CHC,1
Julio Teheran ,https://www.fangraphs.com/players/Julio-Teheran/6797/stats,P,6797,527054,KC,2
Ryan Tepera ,https://www.fangraphs.com/players/Ryan-Tepera/10291/stats,P,10291,572193,KC,1
Caleb Thielbar ,https://www.fangraphs.com/players/Caleb-Thielbar/10078/stats,P,10078,573204,LAA,0
Ryan Thompson ,https://www.fangraphs.com/players/Ryan-Thompson/16647/stats,P,16647,657044,BAL,2
Trayce Thompson ,https://www.fangraphs.com/players/Trayce-Thompson/9952/stats,CF,9952,572204,STL,0
Jesus Tinoco ,https://www.fangraphs.com/players/Jesus-Tinoco/16300/stats,P,16300,622786,OAK,1
Michael Tonkin ,https://www.fangraphs.com/players/Michael-Tonkin/10315/stats,P,10315,543859,WAS,2
Alan Trejo ,https://www.fangraphs.com/players/Alan-Trejo/20056/stats,2B,20056,676701,SF,2
Chadwick Tromp ,https://www.fangraphs.com/players/Chadwick-Tromp/16953/stats,C,16953,644433,ARI,0
Jose Urena ,https://www.fangraphs.com/players/Jose-Urena/11589/stats,P,11589,570632,SEA,0
Luis Urias ,https://www.fangraphs.com/players/Luis-Urias/16622/stats,2B,16622,649966,NYM,0
Ildemaro Vargas ,https://www.fangraphs.com/players/Ildemaro-Vargas/13324/stats,SS,13324,545121,OAK,1
Andrew Vasquez ,https://www.fangraphs.com/players/Andrew-Vasquez/19482/stats,P,19482,607755,NYY,1
Vincent Velasquez ,https://www.fangraphs.com/players/Vincent-Velasquez/11189/stats,P,11189,592826,TB,2
Drew VerHagen ,https://www.fangraphs.com/players/Drew-VerHagen/13424/stats,P,13424,572403,ATL,2
Justin Verlander ,https://www.fangraphs.com/players/Justin-Verlander/8700/stats,P,8700,434378,SF,2
Nick Vespi ,https://www.fangraphs.com/players/Nick-Vespi/21093/stats,P,21093,663989,CHW,2
Thyago Vieira ,https://www.fangraphs.com/players/Thyago-Vieira/14510/stats,P,14510,600986,TEX,1
Dan Vogelbach ,https://www.fangraphs.com/players/Dan-Vogelbach/14130/stats,1B,14130,596129,CIN,0
Luke Voit ,https://www.fangraphs.com/players/Luke-Voit/14811/stats,1B,14811,572228,STL,2
Jason Vosler ,https://www.fangraphs.com/players/Jason-Vosler/16686/stats,3B,16686,613564,BAL,1
Austin Voth ,https://www.fangraphs.com/players/Austin-Voth/15047/stats,P,15047,608723,WAS,2
Joey Votto ,https://www.fangraphs.com/players/Joey-Votto/4314/stats,1B,4314,458015,TOR,1
Jacob Waguespack ,https://www.fangraphs.com/players/Jacob-Waguespack/18318/stats,P,18318,621097,TEX,2
Adam Wainwright ,https://www.fangraphs.com/players/Adam-Wainwright/2233/stats,P,2233,425794,SEA,2
Matt Waldron ,https://www.fangraphs.com/players/Matt-Waldron/25550/stats,P,25550,663362,MIL,1
Christian Walker ,https://www.fangraphs.com/players/Christian-Walker/13419/stats,1B,13419,572233,COL,2
Taijuan Walker ,https://www.fangraphs.com/players/Taijuan-Walker/11836/stats,P,11836,592836,LAD,1
Chad Wallach ,https://www.fangraphs.com/players/Chad-Wallach/17161/stats,C,17161,595453,LAD,0
Jared Walsh ,https://www.fangraphs.com/players/Jared-Walsh/18607/stats,1B,18607,665120,BOS,2
Andrew Wantz ,https://www.fangraphs.com/players/Andrew-Wantz/24933/stats,P,24933,681806,STL,0
Spenser Watkins ,https://www.fangraphs.com/players/Spenser-Watkins/17489/stats,P,17489,657093,MIL,2
Jacob Webb ,https://www.fangraphs.com/players/Jacob-Webb/19274/stats,P,19274,657097,STL,0
Ryan Weber ,https://www.fangraphs.com/players/Ryan-Weber/10160/stats,P,10160,543901,COL,0
Jordan Weems ,https://www.fangraphs.com/players/Jordan-Weems/13190/stats,P,13190,607179,DET,0
Greg Weissert ,https://www.fangraphs.com/players/Greg-Weissert/20375/stats,P,20375,669711,TEX,0
Joe Wendle ,https://www.fangraphs.com/players/Joe-Wendle/13853/stats,2B,13853,621563,MIL,1
Zack Wheeler ,https://www.fangraphs.com/players/Zack-Wheeler/10310/stats,P,10310,554430,COL,0
Luke Williams ,https://www.fangraphs.com/players/Luke-Williams/19931/stats,CF,19931,663897,ARI,0
Trevor Williams ,https://www.fangraphs.com/players/Trevor-Williams/16977/stats,P,16977,592866,MIN,2
Bryse Wilson ,https://www.fangraphs.com/players/Bryse-Wilson/19990/stats,P,19990,669060,MIN,2
Justin Wilson ,https://www.fangraphs.com/players/Justin-Wilson/4301/stats,P,4301,458677,PIT,0
Steven Wilson ,https://www.fangraphs.com/players/Steven-Wilson/20353/stats,P,20353,621051,SD,0
Trey Wingenter ,https://www.fangraphs.com/players/Trey-Wingenter/17793/stats,P,17793,622259,CIN,1
Patrick Wisdom ,https://www.fangraphs.com/players/Patrick-Wisdom/13602/stats,3B,13602,621550,MIN,0
Brett Wisely ,https://www.fangraphs.com/players/Brett-Wisely/27735/stats,2B,27735,689172,TOR,0
Nick Wittgren ,https://www.fangraphs.com/players/Nick-Wittgren/15594/stats,P,15594,621295,MIN,1
Kolten Wong ,https://www.fangraphs.com/players/Kolten-Wong/12532/stats,2B,12532,543939,NYM,2
Alex Wood ,https://www.fangraphs.com/players/Alex-Wood/13781/stats,P,13781,622072,KC,2
Austin Wynns ,https://www.fangraphs.com/players/Austin-Wynns/15271/stats,C,15271,642851,SD,1
Jimmy Yacabonis ,https://www.fangraphs.com/players/Jimmy-Yacabonis/15157/stats,P,15157,642231,OAK,1
Danny Young ,https://www.fangraphs.com/players/Danny-Young/18439/stats,P,18439,664849,NYM,1
Seby Zavala ,https://www.fangraphs.com/players/Seby-Zavala/18887/stats,C,18887,664874,MIL,0
Mike Zunino ,https://www.fangraphs.com/players/Mike-Zunino/13265/stats,C,13265,572287,LAD,0
,,,,,BAL,2
,,,,,LAA,0
,,,,,MIN,1
,,,,,TB,0
,,,,,SEA,1
,,,,,COL,2
,,,,,MIA,2
,,,,,LAD,1
,,,,,SF,1
,,,,,NYM,0
,,,,,SF,0
,,,,,LAD,0
,,,,,PHI,0
,,,,,TB,0
,,,,,LAD,0
,,,,,PHI,1
,,,,,STL,2
,,,,,LAD,2
,,,,,SD,2
,,,,,BOS,2
,,,,,BOS,0
,,,,,STL,0
,,,,,TOR,0
,,,,,PHI,0
,,,,,STL,0
,,,,,TEX,1
,,,,,NYY,2
,,,,,MIL,0
,,,,,TEX,1
,,,,,MIA,2
,,,,,HOU,2
,,,,,CHW,1
,,,,,SD,2
,,,,,OAK,1
,,,,,CHW,0
,,,,,LAA,1
,,,,,CLE,0
,,,,,CIN,1
,,,,,MIN,2
,,,,,TEX,0
,,,,,ARI,0
,,,,,DET,2
,,,,,TEX,0
,,,,,STL,1
,,,,,MIN,2
,,,,,CHW,1
,,,,,STL,0
,,,,,ATL,1
,,,,,MIL,0
,,,,,DET,2
,,,,,SF,1
,,,,,BOS,2
,,,,,BAL,2
,,,,,TB,0
,,,,,NYY,1
,,,,,TOR,2
,,,,,MIL,1
,,,,,TEX,0
,,,,,SEA,2
,,,,,WAS,1
,,,,,TOR,1
,,,,,CIN,2
,,,,,SD,2
,,,,,PHI,0
,,,,,MIL,0
,,,,,KC,2
,,,,,ARI,2
,,,,,DET,1
,,,,,TOR,2
,,,,,LAD,1
,,,,,PIT,0
,,,,,MIL,1
,,,,,TOR,0
,,,,,TEX,2
,,,,,MIL,2
,,,,,COL,1
,,,,,NYY,1
,,,,,SEA,2
,,,,,CIN,2
,,,,,NYY,0
,,,,,MIA,0
,,,,,SF,1
,,,,,OAK,2
,,,,,CHC,2
,,,,,ATL,1
,,,,,CHC,0
,,,,,PIT,1
,,,,,BAL,1
,,,,,NYM,0
,,,,,LAA,2
,,,,,STL,0
,,,,,PIT,0
,,,,,ARI,0
,,,,,CIN,1
,,,,,MIL,1
,,,,,CHW,0
,,,,,MIA,2
,,,,,BAL,0
,,,,,LAA,1
,,,,,OAK,1
,,,,,CHW,0
,,,,,PIT,2
,,,,,KC,0
,,,,,KC,2
,,,,,SD,1
,,,,,HOU,0
,,,,,LAA,1
,,,,,CHC,0
,,,,,NYY,0
,,,,,PHI,0
,,,,,NYM,0
,,,,,LAD,1
,,,,,HOU,2
,,,,,HOU,0
,,,,,HOU,0
,,,,,OAK,0
,,,,,ATL,0
,,,,,CHW,2
,,,,,STL,1
,,,,,COL,2
,,,,,BAL,2
,,,,,SF,2
,,,,,ATL,2
,,,,,CHW,1
,,,,,CHC,2
,,,,,SD,0
,,,,,MIA,2
,,,,,SEA,1
,,,,,SD,1
,,,,,SD,2
,,,,,NYM,0
,,,,,SF,0
,,,,,CIN,0
,,,,,COL,1
,,,,,SF,0
,,,,,TB,0
,,,,,MIN,1
,,,,,BOS,1
,,,,,NYM,2
,,,,,BAL,0
,,,,,MIA,2
,,,,,TB,0
,,,,,BAL,1
,,,,,NYY,0
,,,,,ARI,1
,,,,,TOR,2
,,,,,CHW,2
,,,,,NYM,2
,,,,,HOU,1
,,,,,PIT,2
,,,,,SD,0
,,,,,CLE,2
,,,,,MIN,2
,,,,,PHI,1
,,,,,LAD,1
,,,,,NYY,1
,,,,,BOS,0
,,,,,NYY,1
,,,,,STL,1
,,,,,SD,2
,,,,,OAK,0
,,,,,ATL,1
,,,,,NYM,1
,,,,,BOS,0
,,,,,NYY,2
,,,,,MIA,0
,,,,,PIT,1
,,,,,MIL,0
,,,,,LAD,0
,,,,,BAL,2
,,,,,STL,1
,,,,,NYM,1
,,,,,KC,0
,,,,,MIL,0
,,,,,WAS,2
,,,,,SF,1
,,,,,TB,1
,,,,,PIT,0
,,,,,TEX,1
,,,,,ATL,0
,,,,,SD,1
,,,,,BOS,1
,,,,,SEA,0
,,,,,CHW,1
,,,,,NYM,0
,,,,,CHW,2
,,,,,LAA,2
,,,,,STL,0
,,,,,TB,2
,,,,,BOS,0
,,,,,KC,0
,,,,,SF,2
,,,,,TB,1
,,,,,TOR,1
,,,,,COL,1
,,,,,PIT,1
,,,,,SD,0
,,,,,CLE,2
,,,,,CIN,1
,,,,,MIA,2
,,,,,PIT,2
,,,,,PIT,1
,,,,,PIT,2
,,,,,KC,0
,,,,,STL,0
,,,,,OAK,0
,,,,,CLE,0
,,,,,COL,0
,,,,,SF,2
,,,,,STL,1
,,,,,SD,0
,,,,,HOU,0
,,,,,CHC,1
,,,,,NYM,2
,,,,,CHW,0
,,,,,WAS,2
,,,,,DET,0
,,,,,SEA,2
,,,,,NYM,0
,,,,,NYY,1
,,,,,LAD,2
,,,,,NYY,1
,,,,,NYM,2
,,,,,BOS,1
,,,,,LAA,0
,,,,,CLE,0
,,,,,LAD,2
,,,,,COL,2
,,,,,TEX,0
,,,,,MIN,0
,,,,,WAS,2
,,,,,PHI,0
,,,,,MIA,2
,,,,,KC,0
,,,,,ARI,1
,,,,,CIN,2
,,,,,KC,1
,,,,,PHI,0
,,,,,ATL,2
,,,,,CIN,1
,,,,,CHC,2
,,,,,ATL,2
,,,,,LAA,1
,,,,,CLE,0
,,,,,ATL,1
,,,,,DET,2
,,,,,CHC,0
,,,,,CIN,1
,,,,,BAL,2
,,,,,DET,0
,,,,,ARI,2
,,,,,DET,1
,,,,,CHC,0
,,,,,LAD,2
,,,,,CIN,0
,,,,,TB,1
,,,,,TB,1
,,,,,BAL,0
,,,,,PIT,1
,,,,,STL,1
,,,,,ARI,2
,,,,,NYY,2
,,,,,BAL,2
,,,,,MIN,0
,,,,,CLE,2
,,,,,CHC,0
,,,,,LAD,2
,,,,,KC,2
,,,,,MIN,0
,,,,,HOU,1
,,,,,TB,2
,,,,,CHC,1
,,,,,TB,0
,,,,,CHW,1
,,,,,COL,0
,,,,,NYY,2
,,,,,BAL,1
,,,,,SD,0
